DIRCON,NOMBRE_OPERADOR,OPERADOR,DANE DEPARTAMENTO,DEPARTAMENTO,DANE MUNICIPIO,MUNICIPIO,DANE CENTRO POBLADO,CENTRO POBLADO,ESTADO,COORDENADAS DE REFERENCIA LATITUD,COORDENADAS DE REFERENCIA LONGITUD,INICIO DE OPERACIÓN,FECHA FIN OPERACIÓN,FECHACORTE,VIGENCIA],N° USUARIOS ACTIVOS MES,TRAFICO MENSUAL (GB),VELOCIDAD SUBIDA (Mb),VELOCIDAD BAJADA (Mb),INVERSIÓN
71443,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41006,ACEVEDO,41006005,SAN MARCOS,DESCONECTADA,"1,80889000","-75,96889000",2019-12-13,2021-09-12,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72254,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54480,MUTISCUA,54480000,VDA ARADITA,DESCONECTADA,"7,35000000","-72,68833333",2020-08-21,2022-02-20,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72394,EMTEL,891502163-1,81,ARAUCA,81794,TAME,81794024,MALVINAS,DESCONECTADA,"6,63583300","-71,80167000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,1252,"34,25",5,10,"119630563,20"
72606,EMTEL,891502163-1,99,VICHADA,99773,CUMARIBO,99773003,TRES MATAS,DESCONECTADA,"4,49282000","-70,66915000",2020-10-02,2022-06-30,2022-10-30,2022-12-31,2104,"97,34",14,10,"119630563,20"
72613,EMTEL,891502163-1,99,VICHADA,99524,LA PRIMAVERA,99524007,SAN TEODORO (LA PASCUA),DESCONECTADA,"5,06890000","-70,36340000",2020-10-01,2022-06-30,2022-10-30,2022-12-31,352,"14,21",1,10,"119630563,20"
72152,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23162,CERETE,23162005,CUERO CURTIDO,DESCONECTADA,"8,93138889","-75,96111111",2020-08-21,2022-02-20,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71508,RED DE INGENIERIA S.A.S.,804012847-1,47,MAGDALENA,47245,EL BANCO,47245002,ALGARROBAL,DESCONECTADA,"9,29778000","-74,01667000",2019-11-28,2021-08-27,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71058,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13430,MAGANGUE,13430022,SAN JOS� DE LAS MARTAS,DESCONECTADA,"9,30472000","-74,77555000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,3424,"546,63",109,9,"27692260,00"
71798,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73026,ALVARADO,73026000,VEREDA CABECERA DEL LLANO,DESCONECTADA,"4,66806000","-74,98917000",2019-12-02,2021-09-01,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72421,EMTEL,891502163-1,0,PENDIENTE CLASIFICAR,00,PENDIENTE CLASIFICAR,Sin Definir,Sin Definir,DESCONECTADA,",00000000",",00000000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,215,"4,33",0,10,"119630563,20"
71110,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15403,LA UVITA,15403001,CUSAG�I,DESCONECTADA,"6,24583000","-72,54472000",2019-12-10,2021-09-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71639,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68079,BARICHARA,68079000,BUTAREGUA,DESCONECTADA,"6,67611000","-73,20972000",2019-12-16,2021-09-15,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72189,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25878,VIOTA,25878004,LIBERIA,DESCONECTADA,"4,99027778","-74,41000000",2020-08-07,2022-02-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71091,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23417,LORICA,23417026,CORREGIMIENTO LAS CAMORRAS,DESCONECTADA,"9,07694000","-76,06222000",2019-12-03,2021-09-02,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71202,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19355,INZA,19355000,CORREGIMIENTO GUANACAS,DESCONECTADA,"2,62944000","-76,06888000",2020-03-30,2021-12-29,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71153,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15822,TOTA,15822000,CORALES,DESCONECTADA,"5,50222000","-73,00278000",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71763,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70508,OVEJAS,70508003,CANUTALITO,DESCONECTADA,"9,48889000","-75,17111000",2019-11-26,2021-08-25,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72554,EMTEL,891502163-1,44,LA GUAJIRA,44847,URIBIA,44847000,C CERRO DE LA TETA,DESCONECTADA,"11,69098000","-71,92512000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,576,"30,81",6,10,"119630563,20"
72559,EMTEL,891502163-1,44,LA GUAJIRA,44847,URIBIA,44847000,C CERRO DE LA TETA,DESCONECTADA,"11,69098000","-71,92512000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,1032,"40,91",9,10,"119630563,20"
71503,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41807,TIMANA,41807001,NARANJAL,DESCONECTADA,"2,00194000","-75,84500000",2019-12-01,2021-08-31,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71836,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73270,FALAN,73270000,VEREDA ALTO DEL ROMPE,DESCONECTADA,"5,05571000","-75,01398000",2019-12-06,2021-09-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72190,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25878,VIOTA,25878002,VEREDA LAS PALMAS,DESCONECTADA,"4,44250000","-74,47583333",2020-08-09,2022-02-08,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71198,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19130,CAJIBIO,19130005,EL ROSARIO,DESCONECTADA,"2,60638000","-76,74222000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,1745,"276,90",69,9,"27692260,00"
72608,EMTEL,891502163-1,99,VICHADA,99001,PUERTO CARRE�O,99001002,CASUARITO,DESCONECTADA,"5,68262000","-67,64303000",2020-10-02,2022-06-30,2022-10-30,2022-12-31,8409,"438,39",64,10,"119630563,20"
72005,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15180,CHISCAS,15180005,LAS MERCEDES,DESCONECTADA,"6,57333000","-72,47139000",2019-12-09,2021-09-08,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71248,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19743,SILVIA,19743003,CORREGIMIENTO QUICHAYA,DESCONECTADA,"2,65444000","-76,36083000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,1362,"273,98",54,9,"27692260,00"
71038,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05665,SAN PEDRO DE URABA,5665002,SANTA CATALINA,DESCONECTADA,"8,22694000","-76,35278000",2019-12-02,2021-09-01,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72094,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13657,SAN JUAN NEPOMUCENO,13657006,SAN PEDRO CONSOLADO,DESCONECTADA,"10,00833333","-75,04333333",2020-08-19,2022-02-18,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71365,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23855,VALENCIA,23855003,CORREGIMIENTO VILLANUEVA,DESCONECTADA,"8,16028000","-76,29056000",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71991,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76834,TULUA,76834017,QUEBRADAGRANDE,DESCONECTADA,"4,10778000","-75,97806000",2019-12-11,2021-09-10,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71010,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05086,BELMIRA,5086004,PLAYAS,DESCONECTADA,"6,53806000","-75,60944000",2019-12-11,2021-09-10,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71323,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23162,CERETE,23162000,CGTO LA  CEIBITA,DESCONECTADA,"8,85416667","-75,76777778",2019-12-03,2021-09-02,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72488,EMTEL,891502163-1,27,CHOCO,27150,CARMEN DEL DARIEN,27150000,CAMELIAS ES TESORO,DESCONECTADA,"7,29916700","-76,79583000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,4500,"180,63",36,10,"119630563,20"
71996,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76863,VERSALLES,76863002,EL BALSAL,DESCONECTADA,"4,64908000","-76,13836000",2019-12-11,2021-09-10,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71420,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25596,QUIPILE,25596004,LA BOTICA,DESCONECTADA,"4,77583000","-74,56472000",2019-12-12,2021-09-11,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71486,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41668,SAN AGUSTIN,41668009,EL ROSARIO,DESCONECTADA,"1,91389000","-76,35667000",2019-12-06,2021-09-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72598,EMTEL,891502163-1,97,VAUPES,97001,MITU,97001000,COMUNIDAD MACAQUI�O,DESCONECTADA,"1,26703500","-70,11443000",2020-10-01,2022-06-30,2022-10-30,2022-12-31,2860,"140,17",16,10,"119630563,20"
71159,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15835,TURMEQUE,15835000,SIGUINEQUE,DESCONECTADA,"5,26806000","-73,50111000",2019-12-03,2021-09-02,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71177,RED DE INGENIERIA S.A.S.,804012847-1,17,CALDAS,17442,MARMATO,17442005,VEREDA LA MIEL,DESCONECTADA,"5,50000000","-75,60944000",2019-12-13,2021-09-12,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71584,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54128,CACHIRA,54128015,EL LLANO,DESCONECTADA,"7,74333000","-73,09639000",2019-12-05,2021-09-04,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72277,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68229,CURITI,68229229,CANTABARA,DESCONECTADA,"6,63250000","-72,98444444",2020-08-06,2022-02-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71252,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19780,SUAREZ,19780010,AGUASCLARAS,DESCONECTADA,"2,86669000","-76,77036000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,4933,"525,92",108,9,"27692260,00"
71803,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73043,ANZOATEGUI,73043000,INSP. POLICIA PALOMAR,DESCONECTADA,"4,60028000","-75,17639000",2019-11-29,2021-08-28,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71947,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76250,EL DOVIO,76250000,MONTEAZUL,DESCONECTADA,"4,56333000","-76,30944000",2019-12-26,2021-09-25,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71638,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68051,ARATOCA,68051000,VEREDA CLAVELLINAS,DESCONECTADA,"6,68972000","-73,04417000",2019-12-16,2021-09-15,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71336,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23417,LORICA,23417031,LA PEINADA,DESCONECTADA,"9,08028000","-76,03694000",2019-12-06,2021-09-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71623,RED DE INGENIERIA S.A.S.,804012847-1,66,RISARALDA,66075,BALBOA,66075000,LA FLORESTA,DESCONECTADA,"4,91917000","-75,98222000",2019-12-11,2021-09-10,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72349,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76736,SEVILLA,76736000,LA MARIA,DESCONECTADA,"4,26527778","-75,95250000",2020-08-10,2022-02-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71512,RED DE INGENIERIA S.A.S.,804012847-1,47,MAGDALENA,47245,EL BANCO,47245013,SAN ROQUE,DESCONECTADA,"9,06417000","-74,05972000",2019-12-09,2021-09-08,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71571,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52838,TUQUERRES,52838002,GUANAMA GRANDE,DESCONECTADA,"1,18111000","-77,59972000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,5122,"568,73",128,9,"27692260,00"
71375,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25095,BITUIMA,25095002,VEREDA APOSENTOS,DESCONECTADA,"4,83833000","-74,54639000",2019-12-11,2021-09-10,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72327,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73678,SAN LUIS,73678000,SAN LUIS,DESCONECTADA,"4,02361111","-75,14888889",2020-08-20,2022-02-19,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72340,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76318,GUACARI,76318004,GUABITAS,DESCONECTADA,"3,76305556","-76,30611111",2020-08-06,2022-02-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72571,EMTEL,891502163-1,86,PUTUMAYO,86320,ORITO,86320000,VDA SILVANIA,DESCONECTADA,",64077770","-76,96545000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,1236,"44,69",7,10,"119630563,20"
71377,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25148,CAPARRAPI,25148003,EL DINDAL - INSP SAN RAM�N ALTO,DESCONECTADA,"5,50388000","-74,52588000",2020-01-23,2021-10-22,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71725,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,DESCONECTADA,"6,93639000","-73,41417000",2019-12-08,2021-09-07,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71876,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73504,ORTEGA,73504000,CHAPINERO,DESCONECTADA,"3,48222000","-75,25944000",2019-11-28,2021-08-27,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71116,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15507,OTANCHE,15507004,VEREDA BOLIVAR,DESCONECTADA,"5,76778000","-74,14222000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,1759,"343,18",99,9,"27692260,00"
72485,EMTEL,891502163-1,27,CHOCO,27050,ATRATO,27050002,Do�a Josefa,DESCONECTADA,"5,44305600","-76,62778000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,3706,"197,61",21,10,"119630563,20"
71973,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76606,RESTREPO,76606000,VEREDA POTRERILLO,DESCONECTADA,"3,78222000","-76,55861000",2019-12-17,2021-09-16,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72507,EMTEL,891502163-1,27,CHOCO,27006,ACANDI,27006010,SAPZURRO,DESCONECTADA,"8,65861000","-77,36638000",2020-10-01,2022-06-30,2022-10-30,2022-12-31,178,"6,31",0,10,"119630563,20"
71938,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76243,EL AGUILA,76243008,CA�AVERAL - VILLANUEVA,DESCONECTADA,"4,95611000","-76,05972000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,608,"70,58",30,9,"27692260,00"
72384,EMTEL,891502163-1,91,AMAZONAS,91405,LA CHORRERA,91407000,LA CHORRERA,DESCONECTADA,"-1,44135000","-72,79203000",2020-10-03,2022-06-30,2022-10-30,2022-12-31,22818,"942,75",135,10,"119630563,20"
71350,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23570,PUEBLO NUEVO,23570024,CORREGIMIENTO LOS LIMONES,DESCONECTADA,"8,50556000","-75,37778000",2019-12-02,2021-09-01,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72511,EMTEL,891502163-1,23,CORDOBA,23001,MONTERIA,23001004,EL SABANAL,DESCONECTADA,"8,77991100","-75,80455000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,7300,"732,40",48,10,"119630563,20"
72244,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52788,TANGUA,52788000,VDA EL TABLON OBRAJE,DESCONECTADA,"1,06944444","-77,41944444",2020-08-08,2022-02-07,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72395,EMTEL,891502163-1,81,ARAUCA,81794,TAME,81794001,BETOYES,DESCONECTADA,"6,50580000","-71,55030000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,621,"27,11",16,10,"119630563,20"
71112,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15442,MARIPI,15442001,SANTA ROSA,DESCONECTADA,"5,58806000","-74,05361000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,1686,"215,49",56,9,"27692260,00"
71147,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15774,SUSACON,15774000,TOCHUPA,DESCONECTADA,"6,18278000","-72,63917000",2019-12-07,2021-09-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72370,RED DE INGENIERIA S.A.S.,804012847-1,85,CASANARE,85162,MONTERREY,85162008,VEREDA LA ESTRELLA,DESCONECTADA,"4,88944444","-72,88472222",2020-08-20,2022-02-19,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71289,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20570,PUEBLO BELLO,20570000,CAMPO ALEGRE,DESCONECTADA,"10,41472000","-73,58917000",2019-12-07,2021-09-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71175,RED DE INGENIERIA S.A.S.,804012847-1,17,CALDAS,17442,MARMATO,17442000,ECHADIA,DESCONECTADA,"5,48278000","-75,60111000",2019-12-13,2021-09-12,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71962,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76403,LA VICTORIA,76403004,CORREGIMIENTO MIRAVALLES,DESCONECTADA,"4,51000000","-75,88528000",2019-12-26,2021-09-25,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71509,RED DE INGENIERIA S.A.S.,804012847-1,47,MAGDALENA,47245,EL BANCO,47245011,HATILLO DE LA SABANA,DESCONECTADA,"9,12944000","-74,04472000",2019-12-09,2021-09-08,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72266,RED DE INGENIERIA S.A.S.,804012847-1,66,RISARALDA,66170,DOSQUEBRADAS,66170011,EL ESTANQUILLO,DESCONECTADA,"4,83694444","-75,69944444",2020-08-10,2022-02-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72303,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70400,LA UNION,70400005,CORREGIMIENTO SABANETA,DESCONECTADA,"8,77638889","-75,26305556",2020-08-10,2022-02-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71984,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76823,TORO,76823007,SAN FRANCISCO,DESCONECTADA,"4,66083000","-76,09944000",2019-12-11,2021-09-10,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71677,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68385,LANDAZURI,68385009,CORREGIMIENTO SAN IGNACIO DEL OP�N,DESCONECTADA,"6,41056000","-73,68556000",2019-12-10,2021-09-09,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72173,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25019,ALBAN,25019000,VEREDA MANAY ALTO,DESCONECTADA,"4,91888889","-74,45666667",2020-08-07,2022-02-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71946,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76250,EL DOVIO,76250000,MONTEAZUL,DESCONECTADA,"4,56333000","-76,30944000",2019-12-13,2021-09-12,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72019,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54172,CHINACOTA,54172000,ISCALA,DESCONECTADA,"7,52666667","-72,57166667",2019-12-03,2021-09-02,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72570,EMTEL,891502163-1,86,PUTUMAYO,86885,VILLAGARZON,86885002,LA CASTELLANA,DESCONECTADA,"1,10027800","-76,90250000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,615,"26,45",3,10,"119630563,20"
71330,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23189,CIENAGA DE ORO,23189002,EL SIGLO,DESCONECTADA,"8,79389000","-75,53972000",2019-11-30,2021-08-29,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72116,RED DE INGENIERIA S.A.S.,804012847-1,17,CALDAS,17873,VILLAMARIA,17873003,LLANITOS,DESCONECTADA,"4,99138889","-75,53777778",2020-08-13,2022-02-12,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72396,EMTEL,891502163-1,81,ARAUCA,81300,FORTUL,81300000,VDA VILLANUEVA,DESCONECTADA,"6,87333300","-71,67555000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,2524,"62,56",20,10,"119630563,20"
72302,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70400,LA UNION,70400002,CORREGIMIENTO PAJARITO,DESCONECTADA,"8,79000000","-75,35000000",2020-08-16,2022-02-15,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71188,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19075,BALBOA,19075008,LA LOMITA,DESCONECTADA,"2,04166000","-77,13611100",2020-04-15,2022-01-14,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71351,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23574,PUERTO ESCONDIDO,23574011,EL SILENCIO,DESCONECTADA,"8,92611000","-76,23306000",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71923,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73870,VILLAHERMOSA,73870000,BUENOS AIRES,DESCONECTADA,"4,96500000","-75,09611000",2019-12-07,2021-09-06,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71780,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70713,SAN ONOFRE,70713014,HIGUERON,DESCONECTADA,"9,64444000","-75,49306000",2019-11-30,2021-08-29,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71547,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52001,PASTO,52001000,SANTA ISABEL,DESCONECTADA,"1,14139000","-77,21639000",2019-12-06,2021-09-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71704,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68575,PUERTO WILCHES,68575007,EL PEDRAL,DESCONECTADA,"7,32472000","-73,77389000",2019-12-06,2021-09-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71455,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41298,GARZON,41298020,LA CABA�A,DESCONECTADA,"2,06194000","-75,61833000",2019-12-03,2021-09-02,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71337,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23417,LORICA,23417000,CORREG LOS GOMEZ,DESCONECTADA,"9,05250000","-75,84888889",2019-12-03,2021-09-02,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71452,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41298,GARZON,41298014,EL DESCANSO,DESCONECTADA,"2,10222000","-75,57750000",2020-04-06,2022-01-05,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71966,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76520,PALMIRA,76520000,VEREDA CABUYAL,DESCONECTADA,"3,45639000","-76,06583000",2022-02-01,2022-06-30,2022-10-30,2022-12-31,2435,"307,85",95,9,"27692260,00"
71124,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15599,RAMIRIQUI,15599004,EL ESCOBAL,DESCONECTADA,"5,33361000","-73,32778000",2019-12-09,2021-09-08,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72536,EMTEL,891502163-1,95,GUAVIARE,95025,EL RETORNO,95025000,VDA SAN ISIDRO I,DESCONECTADA,"2,27133300","-72,56950000",2020-09-04,2022-06-30,2022-10-30,2022-12-31,2902,"101,44",17,10,"119630563,20"
71120,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15514,PAEZ,15514001,LA URURIA,DESCONECTADA,"5,03944000","-73,00500000",2019-12-08,2021-09-07,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71747,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70124,CAIMITO,70124001,CORREGIMIENTO EL MAMON,DESCONECTADA,"8,75361000","-75,05639000",2019-12-04,2021-09-03,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72100,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15599,RAMIRIQUI,15599000,GUACAMAYAS,DESCONECTADA,"5,35500000","-73,31361111",2020-08-08,2022-02-07,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
71770,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70523,PALMITO,70523012,PUEBLO NUEVO,DESCONECTADA,"9,26722000","-75,50806000",2019-11-28,2021-08-27,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
72457,EMTEL,891502163-1,19,CAUCA,19418,LOPEZ,19418008,LA SAGRADA FAMILIA,DESCONECTADA,"3,15166000","-77,37333000",2020-10-01,2022-06-30,2022-10-30,2022-12-31,8141,"402,04",67,10,"119630563,20"
72623,EMTEL,891502163-1,99,VICHADA,99773,CUMARIBO,99773000,COMUNIDAD CUMARAL GUAVIARE,DESCONECTADA,"3,34946500","-70,17757000",2020-10-02,2022-06-30,2022-10-30,2022-12-31,7997,"414,62",48,10,"119630563,20"
71812,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73148,CARMEN DE APICALA,73148000,LA ANTIGUA,DESCONECTADA,"4,09555000","-74,76944000",2019-12-01,2021-08-31,2022-10-30,2022-12-31,0,",00",0,9,"27007797,00"
